run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,best_J,nit,nfev,success,message
129,229,11.373686228102994,47.109699615006264,17.06762364629536,1.935320022279111,0.24009983230911297,0.6935364217632357,0.032358290160764115,500,106164,False,Maximum number of iterations has been exceeded.
130,230,11.499167605721311,49.34127154840108,14.570074022582109,2.062122998579987,0.27698658010548416,0.6665023487620312,0.032488027251543226,500,104905,False,Maximum number of iterations has been exceeded.
131,231,11.540438295511734,49.6154419453339,15.39751740079886,1.9149614576120086,0.25722846257055754,0.6776745564229174,0.03247636952308819,500,107464,False,Maximum number of iterations has been exceeded.
132,232,11.558903399845153,49.551117076515254,15.28416098907869,1.9276766780260992,0.2560384552915593,0.6853262945968107,0.03289895028793572,500,107475,False,Maximum number of iterations has been exceeded.
133,233,11.649424709719359,49.77403556574228,14.196358813023338,2.3683441585018237,0.30343298814907527,0.625790620194999,0.03285173571489163,500,108316,False,Maximum number of iterations has been exceeded.
134,234,11.524872895542352,48.68507558537735,14.12213849137278,2.2826249342620066,0.28921212794024126,0.6502099890838955,0.033318759371214285,500,107879,False,Maximum number of iterations has been exceeded.
135,235,11.531997672574295,47.3985981793717,14.132946474483795,2.446523782190347,0.29894991113010555,0.6272277924818629,0.03287202276134415,500,105221,False,Maximum number of iterations has been exceeded.
136,236,11.420282036736054,47.70459710196802,15.122859363010082,2.163516885504368,0.2732753993419471,0.6623779355198403,0.032127126399869727,500,104097,False,Maximum number of iterations has been exceeded.
137,237,11.584347195036948,50.73148899761252,13.911661045860374,2.324969654522196,0.30793101455326244,0.636883608113195,0.03324382891715901,500,107166,False,Maximum number of iterations has been exceeded.
138,238,11.544739132401084,51.22366977995564,15.15118248488993,1.937919656273234,0.27262252844002083,0.6703830849069641,0.03191694131877828,500,103436,False,Maximum number of iterations has been exceeded.
139,239,11.752654961216138,50.712271397003136,13.25923978148368,2.420630901502946,0.32181203596015145,0.6122835367614512,0.033103753142253084,500,108260,False,Maximum number of iterations has been exceeded.
140,240,11.730359151972703,49.69198884311314,13.36417669210877,2.6294279838424437,0.32998838000890546,0.5981001752407547,0.03330295228516099,500,106765,False,Maximum number of iterations has been exceeded.
141,241,11.541514912098275,50.75976416764627,14.72865425270003,2.140710170661304,0.2920422852108481,0.6407580484770136,0.03314548651822385,500,106116,False,Maximum number of iterations has been exceeded.
142,242,11.694574654640466,51.61033296614822,13.482374864940752,2.362320112840795,0.3207768847933397,0.6095382196717566,0.03458058034684401,500,106337,False,Maximum number of iterations has been exceeded.
143,243,11.603191615154905,50.109814246857255,14.363787779812265,2.1703053303893824,0.2926588774213265,0.6377117301903394,0.0319786063697705,500,106286,False,Maximum number of iterations has been exceeded.
