run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,best_J,nit,nfev,success,message
961,1061,11.416745764362211,47.811687086566025,15.3470743247556,2.157588454154059,0.26680539695668554,0.6715731844488222,0.03207809043226161,500,106182,False,Maximum number of iterations has been exceeded.
962,1062,11.830468763728781,50.00733248155533,13.289877853384265,2.684241128970246,0.33630833530604914,0.5911250359347423,0.033568053942367254,500,105560,False,Maximum number of iterations has been exceeded.
963,1063,11.591551393395552,49.983841543613934,14.187200885770512,1.9993321158010566,0.2769907361997757,0.6606455271363729,0.033110945421534324,500,106838,False,Maximum number of iterations has been exceeded.
964,1064,11.641023654418088,49.46639006783068,13.920534851926021,2.4445959414118903,0.31176007671747447,0.6214952975334228,0.03220101396113605,500,104624,False,Maximum number of iterations has been exceeded.
965,1065,11.381195460837993,48.160015450101746,15.13160611552285,1.9703963504251831,0.2553231155875223,0.6833171551199592,0.034189823427092994,500,102739,False,Maximum number of iterations has been exceeded.
966,1066,11.579476121335631,49.44739125125518,14.429104720811786,2.1712403914970935,0.28869151236370816,0.6399030610275653,0.031757054851141046,500,103750,False,Maximum number of iterations has been exceeded.
967,1067,11.753897204505748,50.74494587806594,13.495707116396744,2.367449842576903,0.3221324436608126,0.6143447377836506,0.0337688057827896,500,102641,False,Maximum number of iterations has been exceeded.
968,1068,11.523110139252282,48.68992677229274,15.295557482376305,2.0374024755787516,0.26813323617185303,0.6711958085018113,0.03149492458111967,500,105555,False,Maximum number of iterations has been exceeded.
969,1069,11.578996726150809,51.04224416058233,14.19198188447692,2.372579745277875,0.3118803779577378,0.6268007012758321,0.033626060587385924,500,104559,False,Maximum number of iterations has been exceeded.
970,1070,11.45451762721472,48.3416348003522,15.378135425016982,2.025712523663099,0.2633442258431322,0.6713763139463581,0.031153901315259788,500,104036,False,Maximum number of iterations has been exceeded.
971,1071,11.749652434103261,48.02309195517097,13.19365624549734,2.690980234099694,0.32612696138207636,0.5832111525048963,0.03501736514009955,500,109669,False,Maximum number of iterations has been exceeded.
972,1072,11.661570619239367,53.75345345283872,13.867922745912047,2.050929091147953,0.30244307225420364,0.6488960496905447,0.03387640724114045,500,106909,False,Maximum number of iterations has been exceeded.
973,1073,11.558653773804604,49.69802642963707,14.717659088395163,2.2289614935632187,0.296723329392011,0.636370815960379,0.033068133377870075,500,105750,False,Maximum number of iterations has been exceeded.
974,1074,11.365272314909046,49.29668948591347,15.337468673011198,2.1447242241576596,0.27309780384190824,0.6677760554945272,0.03308328565351156,500,105344,False,Maximum number of iterations has been exceeded.
975,1075,11.798604386577978,51.46321759229791,13.359995270943791,2.4403003991596357,0.32389874102064187,0.6144795950297911,0.033603692306828595,500,109675,False,Maximum number of iterations has been exceeded.
976,1076,11.642000252617827,50.00641450875707,14.340320721842964,2.244339156057727,0.30190409717656863,0.6224316576338131,0.03351099091346286,500,105485,False,Maximum number of iterations has been exceeded.
977,1077,11.56629249580719,50.19303335286669,14.397539809217413,2.2382775030422124,0.29582602870959834,0.6487262861108515,0.03209018375295682,500,104973,False,Maximum number of iterations has been exceeded.
978,1078,11.500629966025205,48.51811530587714,14.669078948575685,2.176404458281482,0.282488265163391,0.6564331511299186,0.03212637297613297,500,106123,False,Maximum number of iterations has been exceeded.
979,1079,11.695087279337717,48.71508324616786,13.68998812999105,2.5267650739241354,0.31692738466733517,0.6071383531934558,0.032561699081580006,500,106222,False,Maximum number of iterations has been exceeded.
980,1080,11.497402749304186,49.93176338791277,14.498486514654354,2.063050059209612,0.2738145725858987,0.6712708556904644,0.03302998858180124,500,105451,False,Maximum number of iterations has been exceeded.
981,1081,11.63859647736587,50.542293059548065,13.445728819473999,2.234244631619646,0.3031791516908172,0.6314781076584561,0.03430592779731754,500,104334,False,Maximum number of iterations has been exceeded.
982,1082,11.702684630668458,50.48904141016337,13.610440258681527,2.387393374311401,0.31381750235474465,0.6108847767846888,0.0336018851189769,500,106388,False,Maximum number of iterations has been exceeded.
983,1083,11.461571056304493,48.538162093947825,15.119676841567372,2.0964536613972733,0.2675644838685672,0.6716796589547136,0.03149313767220636,500,106474,False,Maximum number of iterations has been exceeded.
984,1084,11.799145811113892,49.47673065755487,13.415323969813667,2.470987150919374,0.31930321323288374,0.6082818960617344,0.03336719859538603,500,104917,False,Maximum number of iterations has been exceeded.
985,1085,11.599579846720893,48.53037356412433,13.990722044153058,2.4855754500976737,0.3108541023197535,0.6197616878434972,0.0327734561354436,500,108552,False,Maximum number of iterations has been exceeded.
986,1086,11.773569324495675,50.729511494068916,13.538029101782945,2.3779861009989247,0.3170638541260218,0.6110454536609424,0.033106722689129855,500,107345,False,Maximum number of iterations has been exceeded.
987,1087,11.37542104240234,47.71213256913175,15.638551244472664,2.114888646609188,0.26610144584469186,0.6673724242052893,0.03181494654433973,500,104285,False,Maximum number of iterations has been exceeded.
988,1088,11.63481488115664,49.460236560817364,14.331533790362549,2.159297531173511,0.29025552522204584,0.6472549272425391,0.0320092098766887,500,106619,False,Maximum number of iterations has been exceeded.
989,1089,11.39959114915986,48.157647894483006,15.952941964629652,2.2768005792178805,0.2802582716662921,0.650706839001723,0.03504243346998179,500,107744,False,Maximum number of iterations has been exceeded.
990,1090,11.823635075602276,50.62272019918376,13.169861972001943,2.4036681562220465,0.3222440917257635,0.6022380828487606,0.0340223122202513,500,104701,False,Maximum number of iterations has been exceeded.
991,1091,11.545950400761757,50.54404298626122,15.424523897154657,1.9171519584882155,0.26500414043072096,0.6682419754520234,0.03327056998111168,500,106770,False,Maximum number of iterations has been exceeded.
992,1092,11.625001396915653,50.614178842264025,14.326821768792538,2.1864674882998543,0.2933504502286802,0.6546945316845142,0.03261504756162604,500,105296,False,Maximum number of iterations has been exceeded.
993,1093,11.659047446175869,50.644864228330846,13.499425375489022,2.1676956535240386,0.29848628082520623,0.6448870434987632,0.0337584029741864,500,108264,False,Maximum number of iterations has been exceeded.
994,1094,11.486597889778807,46.2396440315777,14.628152477410417,2.71279627397994,0.30495756480684016,0.6162817537888465,0.03534870796959449,500,108530,False,Maximum number of iterations has been exceeded.
995,1095,11.686306148348496,48.5355859442259,13.36344744405238,2.554863623947192,0.3180431061479482,0.6067352532733836,0.03354906630084888,500,102781,False,Maximum number of iterations has been exceeded.
