run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,J_m
385,485,11.648020208405644,51.03136370985254,14.003472832652236,2.0926476283747633,0.2881337013122418,0.6550302759663089,0.032711833529384525
386,486,11.51367861787568,47.45839108021244,14.293603292785892,2.556674170993894,0.3022283436329106,0.6219277750561912,0.03329114013229889
387,487,11.498243477009133,50.61320883866986,14.687761594835349,2.0448592705692406,0.2834588506170391,0.6553016552822911,0.032995610591367686
388,488,11.580634311934958,48.02425961178511,14.504458616863483,2.301358069652096,0.288755051940906,0.6391754127413043,0.0318829945212498
389,489,11.64613812945868,47.65530483200344,14.105355013804076,2.471590473977617,0.3018753290283728,0.6202559028341356,0.032998802118210394
390,490,11.536576919786633,50.125379198594324,14.86190818238181,2.089458608838555,0.2855158952335719,0.6521967671466308,0.03228218322400931
391,491,11.52206577417883,48.399180511153915,14.672033388349307,2.37179845866655,0.29700022206584614,0.6253549238934577,0.03244235813243026
392,492,11.775604296544532,48.77284809946697,13.18332053631562,2.7008573334240396,0.3302420056732673,0.592250852449913,0.03382445323280241
393,493,11.497322218910693,48.35499162344047,14.268610293282261,2.352295658492981,0.2968884263187641,0.6289329625690447,0.03282036698430008
394,494,11.597332104474713,51.48703964152645,15.228858223384975,1.8554647211877189,0.2684874587621155,0.6751809539566447,0.03274531831143084
395,495,11.561744202451667,49.2378863542256,14.606715291006548,2.551242229064602,0.31432130979343925,0.6093714875105043,0.03484787024248093
396,496,11.579431056073066,51.483205632825786,14.42872405910434,2.06050941137061,0.29028038956159086,0.6547685284106193,0.03208346260838772
397,497,11.424095268738572,52.01247262411453,15.588811651480171,1.8972365520749754,0.26306552576021036,0.6904009037451614,0.03385676489327472
398,498,11.574086573192957,50.07484554702689,15.651331414874587,1.900595844444613,0.2599824050867544,0.681186994708401,0.03236955072334113
399,499,11.626865281802896,50.36086044932209,14.240402988347714,2.075313853578848,0.28516244732576895,0.6643486651634676,0.03250207569712734
400,500,11.67576373557528,50.26821718502033,13.791775877743962,2.452420636852324,0.3198168964568518,0.616325313856582,0.03283616107172503
401,501,11.476726473974562,46.91725578443944,14.69341805392234,2.471216109851376,0.29484873001448,0.6275892941316709,0.03280413220940435
402,502,11.600502674061008,50.317457286360835,14.216229374469492,2.3199112908035637,0.3045558539287422,0.6327824297149224,0.032054037447254706
403,503,11.391068460596586,46.36156312415693,15.626416674655545,2.2272619768404454,0.26514133231896586,0.6633500211257561,0.03229420973204277
404,504,11.624569623288316,48.70265298094016,14.297865427212301,2.312917595520503,0.29564587987270907,0.6273077705457295,0.032141487136104256
405,505,11.585749509618857,50.58363238181644,14.561879641615775,2.1024413767680876,0.2871403757207319,0.6577225648279537,0.03150631252782447
406,506,11.501096094067236,47.672560582879356,14.189196512360045,2.5627435121929096,0.3065806393319978,0.6159375042718777,0.03353550598620801
407,507,11.623700595250948,50.84521315451852,14.587851022790396,2.112633508343631,0.29321578317463026,0.6471061234299377,0.03247581067702448
408,508,11.810038878396853,49.68818846966549,13.288876324136256,2.5533467165565895,0.32679067358764763,0.5993347540918579,0.0332573767922598
409,509,11.452734900220921,47.96821822459296,14.732385433978186,2.2759900454412154,0.28211617583845716,0.6497371073632012,0.03194770854228529
410,510,11.72319713319742,49.93068565385252,13.548883044524572,2.5546185664517083,0.32863044851396894,0.6026247155332419,0.03352708169792868
411,511,11.412547569673084,47.11976935277844,14.854458116547992,2.396719622996841,0.2911083856493968,0.6329845779714629,0.03361509719983402
412,512,11.73005155739187,50.17853367264894,13.58464370328144,2.455483245335504,0.31981423583218,0.6172957808162668,0.03277796198928363
413,513,11.617767379415668,50.10671431303101,14.045932704225933,2.416004962911522,0.312941153532428,0.6115122292597104,0.033446333102175756
414,514,11.577109069008795,49.8006160000851,14.30185718050415,2.2638107808111663,0.2946640853084318,0.6461552953542,0.03200031589617683
415,515,11.603216749174013,50.60501001367412,13.940267530779728,2.0813467084062403,0.2872251870534232,0.6543832716439373,0.03279194174919737
416,516,11.553284959849343,47.695689819126436,15.13069297871889,2.091722699644386,0.2702170300693858,0.6544489916406067,0.03225443802449301
417,517,11.50694599599207,50.60364113804849,14.870981599913854,2.113928852192366,0.28091788797888995,0.6633115230319909,0.03242807518250731
418,518,11.6402777865768,49.45152568154366,13.944814656491975,2.0984084085400347,0.28267704713544933,0.6558099714662159,0.03302855559838895
419,519,11.569602673124727,48.43810771317493,15.002915283495977,2.249540691840565,0.2834922349886792,0.644895954713333,0.032860283684252416
420,520,11.707026663315588,49.75761185660534,13.299205050925803,2.4641405442531976,0.31739449554170324,0.6165092129896527,0.033506728339236555
421,521,11.628766168900608,48.86973240535905,13.951148303146306,2.4187533730712083,0.30439258252773443,0.6236013876986115,0.03218789149826231
422,522,11.729638187870531,50.84055723727762,13.711744362825824,2.4423962660409586,0.31858191302832356,0.6201700348262249,0.033123622126911896
423,523,11.67610720711377,50.21050262812295,13.554204327703566,2.167024974592888,0.2969460764499949,0.6389079088802028,0.03334146033527641
424,524,11.601730833798037,50.1422122336921,15.04832182210992,1.9230134553121765,0.26853263080284184,0.6776374583163476,0.03219189269790446
425,525,11.483381541169454,47.60650902766567,15.29659243052592,2.124343676623795,0.2703265596809118,0.6620166878512903,0.03176725084989214
426,526,11.397030088690261,44.680731231923886,14.815791820226645,2.5755526315247366,0.2854555751239245,0.6249112286210567,0.03509402725173022
427,527,11.708266314089915,49.49887970932763,13.54322636324899,2.4670663143348968,0.3177555806040494,0.6063059771048377,0.032716757495579035
428,528,11.84134455578398,52.34328642250102,13.076066570699844,2.4719856881696423,0.33775983072507476,0.6060696219031756,0.03446697520505896
429,529,11.517548748999822,50.32578825249016,15.56544652742186,1.9865900372683782,0.26436558490258466,0.6795016000257024,0.03312200770874365
430,530,11.553578033896663,50.543842196387516,14.238234490928383,2.248946780670291,0.30051363659103636,0.6308613233805545,0.03316418256089037
431,531,11.67706707547627,47.256160551200594,13.894959357237857,2.474149806950958,0.3045481095137039,0.6148488166889587,0.03359774776637185
432,532,11.417214583580627,46.733014816868916,14.912356693974672,2.3051525529096644,0.280358504858814,0.6396192652694422,0.032646896461207844
433,533,11.825268762065992,52.28435420831106,13.312086910033653,2.326956142075833,0.3237163480953999,0.6220602193787972,0.033654163405763576
434,534,11.51507266696531,48.82869564882411,14.423562402002393,2.383761422828382,0.29918838107643814,0.6262089021576084,0.032484086902988166
435,535,11.72130869815949,48.39010887377559,13.689696268888472,2.5788010203516514,0.32093697418224837,0.5996339469447255,0.033270269878505426
436,536,11.552172813781727,48.63005775192197,14.594378836173636,2.4419699001713333,0.3034993753442102,0.6196708032681737,0.03281601726702292
437,537,11.4483782982504,46.01644917015135,15.185887707371904,2.1836089675655117,0.26090328642198357,0.6655965925852118,0.0328679553126104
438,538,11.644820163664694,48.92007346049884,13.955490759676966,2.398951193098494,0.30584757726073897,0.613792426757809,0.032616886932462424
439,539,11.379790047847138,47.98049651912148,15.29499581042214,2.1968215825383197,0.2772965660061215,0.6544156582972721,0.032733212898817435
440,540,11.782311759098565,52.23467914060231,13.190252200259065,2.399033868633996,0.32910477075554373,0.6184314920818778,0.03418037573347702
441,541,11.647505524453898,48.532547093741485,14.056389805924123,2.259575242405372,0.2921517326719111,0.6318333286543041,0.03237796046487229
442,542,11.713236672211263,49.203318311227875,13.389261685386865,2.5386181053055736,0.32428207060131825,0.6007562444309518,0.03353123627445602
443,543,11.75110042932053,49.37752933077607,13.62970608903851,2.6949364116596755,0.3291094398615752,0.5897900324284825,0.033803593790751665
444,544,11.863839351084948,50.285085032984995,13.321114325067313,2.2726807337218844,0.31307557989440327,0.6200474004478007,0.034975112287070155
445,545,11.625295044085767,47.11069821561179,13.927805903667508,2.51854377232441,0.30159531662338807,0.6157432845119649,0.03351256439984621
446,546,11.545544995358178,49.7042460160604,13.657835582389787,2.380698246698959,0.3054714544084913,0.6342118862170638,0.03507051999743241
447,547,11.557087630199202,51.53065515192941,14.994864908316046,1.9460639155228634,0.27361067382596643,0.684043375361326,0.03228517089258387
448,548,11.58028562474567,49.78294824983223,13.945508533040545,2.3056491932198213,0.3015338486576515,0.6360237010114816,0.03231668075129904
