run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,best_J,nit,nfev,success,message
193,293,11.659126394011285,49.6158594366333,13.818542392588189,2.3596180247249876,0.30668013640124553,0.632057206439928,0.032471011728197066,500,105292,False,Maximum number of iterations has been exceeded.
194,294,11.5463569884914,50.075728571395345,15.063125375901695,2.157232084012005,0.28388244019964853,0.6431579768634308,0.034048429887686374,500,107086,False,Maximum number of iterations has been exceeded.
195,295,11.819182269049456,49.436700778741994,13.307066439366356,2.673300607953987,0.3341354107623539,0.5877659994937027,0.03353759435231045,500,107139,False,Maximum number of iterations has been exceeded.
196,296,11.546558259881042,48.60070964302822,13.92238179373443,2.432832015836407,0.3050097959896091,0.6264392546502466,0.03309989854725615,500,106538,False,Maximum number of iterations has been exceeded.
197,297,11.733000524577374,47.764040204027495,13.64126156728575,2.6591723819736224,0.32402110758074015,0.593893329409795,0.034179184062085685,500,107815,False,Maximum number of iterations has been exceeded.
198,298,11.642202143339095,49.52585256488843,14.34255685070708,2.0165262676639593,0.28041440838803555,0.6617108849072375,0.03368674981643721,500,105534,False,Maximum number of iterations has been exceeded.
199,299,11.517145127042024,46.597448153066594,14.959666047432417,2.3936423069456154,0.28750178869529913,0.6344575570616815,0.033266514643868,500,108057,False,Maximum number of iterations has been exceeded.
200,300,11.7770623458009,49.34965455787878,13.520272177208591,2.68045305242509,0.3341575622600072,0.5848098763526934,0.03392253851747251,500,105929,False,Maximum number of iterations has been exceeded.
201,301,11.518707006074404,48.666061322408794,15.034633184452252,2.247423849020759,0.2847578377487475,0.6499752715881073,0.032068406689783856,500,103033,False,Maximum number of iterations has been exceeded.
202,302,11.611541282297278,52.52915597384554,14.667628643711364,1.8792766202446138,0.2777485741990548,0.6737770805077723,0.03247355006608872,500,105950,False,Maximum number of iterations has been exceeded.
203,303,11.571184427021308,51.45901167548959,14.455458322883214,1.9886450113452305,0.2819787751615954,0.667163699471632,0.03196924696114676,500,104017,False,Maximum number of iterations has been exceeded.
204,304,11.66253082023647,50.99938512761992,14.347051603427289,2.061368298477504,0.28923521926638984,0.6481812346495385,0.03214661486421512,500,106554,False,Maximum number of iterations has been exceeded.
205,305,11.496111333394097,47.62326461771032,14.740545098689111,2.395661281290927,0.293002377096265,0.6295669349830603,0.03214436517912,500,105056,False,Maximum number of iterations has been exceeded.
206,306,11.7008754560513,48.77430439230514,13.603751822586664,2.5080114545233236,0.31324961623076586,0.6073641229408387,0.03305733556176951,500,105214,False,Maximum number of iterations has been exceeded.
207,307,11.611179326060963,50.23163050142009,14.450157149492073,2.050852365648062,0.28220957948140996,0.6504712554949698,0.03209439047804655,500,106806,False,Maximum number of iterations has been exceeded.
208,308,11.519745884295105,48.01126905295211,14.717891258438566,2.2559957531537655,0.2818955708113228,0.6497089396160036,0.031674037028839495,500,106452,False,Maximum number of iterations has been exceeded.
209,309,11.593990352497553,49.85785541422962,14.618444039060286,2.063795499645643,0.2774503623095356,0.6736751901034583,0.03291375491800028,500,103957,False,Maximum number of iterations has been exceeded.
210,310,11.547075889333911,48.310590551929096,14.244464403894114,2.517199046805718,0.31079285823279695,0.6077484169127986,0.03368984784067397,500,102169,False,Maximum number of iterations has been exceeded.
211,311,11.658182789062476,50.783979132398386,13.631941938226177,2.243463628546955,0.30389186510238864,0.6407266568788808,0.032909099927041184,500,103956,False,Maximum number of iterations has been exceeded.
212,312,11.801471223604217,50.484481220587554,13.338394588912822,2.500590372295232,0.32733822789913114,0.5995585243498139,0.033151396130580865,500,105614,False,Maximum number of iterations has been exceeded.
213,313,11.750596854344362,52.340935225701955,13.515262425193502,2.109295300893905,0.30849968099768865,0.637594123433922,0.033852800369976475,500,102582,False,Maximum number of iterations has been exceeded.
214,314,11.723621140190389,51.95546059813344,13.654442730155953,2.2133246056409988,0.3127261888147039,0.62754122083525,0.03302194563140941,500,108809,False,Maximum number of iterations has been exceeded.
215,315,11.650114750908163,48.31778543052508,14.075495282003626,2.265644012396848,0.29277388685139244,0.636887830540974,0.03244699477296175,500,104473,False,Maximum number of iterations has been exceeded.
216,316,11.743777810572919,50.15297324085913,13.321559420153358,2.4159635918082714,0.3185541277915538,0.6175029572417085,0.03307582683821646,500,106895,False,Maximum number of iterations has been exceeded.
217,317,11.564260552620151,47.6420631853839,14.558178118024191,2.2188906054157087,0.27757491543069174,0.6483870543119049,0.0323447348425743,500,107299,False,Maximum number of iterations has been exceeded.
218,318,11.615911553276689,51.51490450162757,13.815769521792346,2.2501332540652292,0.3047351965749584,0.640787308842809,0.033295897944480575,500,103947,False,Maximum number of iterations has been exceeded.
219,319,11.742906932635822,50.99940272234278,13.541364248425445,2.290835447031945,0.31098217609373124,0.6335892241464135,0.03305055355179557,500,106433,False,Maximum number of iterations has been exceeded.
220,320,11.627099798549512,49.21366695610348,13.819890328791102,2.312924522180573,0.30570793751627023,0.6226674601655027,0.0331144023755252,500,105307,False,Maximum number of iterations has been exceeded.
221,321,11.433222768290609,50.402254371169946,14.985240514006104,2.068708332844949,0.27553479880528364,0.668189149036584,0.03258837017192013,500,108934,False,Maximum number of iterations has been exceeded.
