basin_id,n_points,rep_global_idx,rep_R,rep_MRT,rep_Pe,rep_J,R_lo,R_hi,MRT_lo,MRT_hi,Pe_lo,Pe_hi
2,32,25,0.679348364289944,18.157800831545,5.164825228355923,0.1485002351804009,0.574288786576014,0.7832595596869532,12.444918032806717,23.856639984492748,2.2228522044153753,8.141945900620616
