run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,best_J,nit,nfev,success,message
449,549,11.46907290767162,50.02169546111742,15.33883850349427,2.126863491018117,0.2747019123456156,0.6704294011699126,0.0336529151314011,500,106230,False,Maximum number of iterations has been exceeded.
450,550,11.471830472066252,47.381704888653815,15.438218660806225,2.116898121066157,0.26103378620739276,0.6735687281711377,0.03224234610106197,500,104639,False,Maximum number of iterations has been exceeded.
451,551,11.57071533319057,47.009274013791895,14.394277094346467,2.6062265553378836,0.30547322460968745,0.6123687648676466,0.03335074954113814,500,103473,False,Maximum number of iterations has been exceeded.
452,552,11.521004495018655,51.011273685852686,14.837784524494484,1.9675612603452066,0.27308857490316285,0.672242719106609,0.03173277358549598,500,105744,False,Maximum number of iterations has been exceeded.
453,553,11.621663333538649,49.68561247994875,14.293443892692,2.245166797823174,0.29817296358985707,0.6290021233057392,0.03214288003591226,500,106632,False,Maximum number of iterations has been exceeded.
454,554,11.569105135413448,47.78606816632889,14.885037521253949,2.3391663764012733,0.28779693067360557,0.6274891664517508,0.03388320214254526,500,108382,False,Maximum number of iterations has been exceeded.
455,555,11.633505873489508,49.327651300855095,14.32827130500586,2.2298059990402166,0.292085487635513,0.6453186482573432,0.03200109009462612,500,108303,False,Maximum number of iterations has been exceeded.
456,556,11.82616323875423,50.102395748434134,13.40656553457913,2.4440152789006717,0.32247246900494897,0.6081370082911562,0.03358926133454148,500,104920,False,Maximum number of iterations has been exceeded.
457,557,11.562329628762921,49.354988752055704,15.501424134690588,1.883582494396503,0.25474881800320615,0.681594129880493,0.032173192738653954,500,102614,False,Maximum number of iterations has been exceeded.
458,558,11.683033530790787,49.823373626698604,14.246782619114162,2.279937016984494,0.29955147614317074,0.6332942826376643,0.03258571669890757,500,103653,False,Maximum number of iterations has been exceeded.
459,559,11.504122711871833,48.791172575404886,14.736871676706404,2.35583947571709,0.2991076704348099,0.6304734122089545,0.03296710931272606,500,106519,False,Maximum number of iterations has been exceeded.
460,560,11.786951757379033,47.43331014560193,13.602666952323165,2.800038686562729,0.32874578799045046,0.5763992492262201,0.035437734852746657,500,105497,False,Maximum number of iterations has been exceeded.
461,561,11.6638814723214,49.168466762665915,13.960576551677033,2.425370814446932,0.3097863480427987,0.6201849176532547,0.03210666157165469,500,106864,False,Maximum number of iterations has been exceeded.
462,562,11.48341215428141,48.35521814407815,15.057448489574517,2.2379577438023794,0.28445278213811914,0.6494415401609142,0.03196748952595328,500,105470,False,Maximum number of iterations has been exceeded.
