run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,best_J,nit,nfev,success,message
641,741,11.672867021212529,49.88400830786823,13.757676611681507,2.2090087237901415,0.3000378740093751,0.629257693704188,0.032770296475860106,500,107466,False,Maximum number of iterations has been exceeded.
642,742,11.68984910323016,47.99266355299767,13.862299134519706,2.5324606245543038,0.31299226078094367,0.610068674785037,0.033116221081474904,500,103397,False,Maximum number of iterations has been exceeded.
643,743,11.716261476270635,48.75511488078408,13.831053432715688,2.3396506097805627,0.3060825774635667,0.6245155864645066,0.033551484660883674,500,109014,False,Maximum number of iterations has been exceeded.
644,744,11.563607565489782,47.98210112615176,14.26948176642535,2.437510780212918,0.29956166983892435,0.6099463704716772,0.034442201982541915,500,104871,False,Maximum number of iterations has been exceeded.
645,745,11.70185700692505,49.922512146510215,13.944007389513986,2.382067692389157,0.31049463829677926,0.6245451529527678,0.032467555883853416,500,104954,False,Maximum number of iterations has been exceeded.
646,746,11.382582944353643,49.27054856170104,15.098935235025,2.0999016398566326,0.2722152578202306,0.6657946563881114,0.0327281989341956,500,108859,False,Maximum number of iterations has been exceeded.
647,747,11.487003846541779,48.24355455049063,14.870378222777093,2.316430230764862,0.2900127814490027,0.6400746768268543,0.03194019566048757,500,108258,False,Maximum number of iterations has been exceeded.
648,748,11.441969406461535,50.062381843362004,15.693280602600225,1.860977433295524,0.25555060037138777,0.694033591616378,0.031950350810723914,500,105240,False,Maximum number of iterations has been exceeded.
649,749,11.547926914683348,49.82551975302261,14.553155718101038,2.1466256119094744,0.283410814554689,0.6598196565275546,0.031664877617984144,500,107773,False,Maximum number of iterations has been exceeded.
650,750,11.606653242307619,47.30383913506938,13.707898505618465,2.700633580871866,0.3197497653752177,0.5939656167864612,0.0342807217659575,500,105213,False,Maximum number of iterations has been exceeded.
651,751,11.523211309279958,49.03816347719149,15.707749697146268,1.961256829200419,0.26181699481097087,0.6790584162445444,0.03191122475171418,500,109288,False,Maximum number of iterations has been exceeded.
652,752,11.361990805512175,45.47091131615098,15.512505141789054,2.3038805816283627,0.26549215033843565,0.6555125215873738,0.03298532875245574,500,107046,False,Maximum number of iterations has been exceeded.
653,753,11.754586027187269,49.685393345614386,13.555991237615427,2.4942309189685794,0.3238326247401118,0.5972956477189939,0.033519950692346964,500,105764,False,Maximum number of iterations has been exceeded.
654,754,11.591761987095321,47.72799864004287,15.095852324554015,2.0252352663499664,0.26468200836455835,0.6626596842490274,0.0327880348811688,500,108260,False,Maximum number of iterations has been exceeded.
655,755,11.775777651680901,50.945404909973746,13.789763827859783,2.423707552664588,0.31996193195227435,0.6166361646953641,0.033578431386572384,500,105620,False,Maximum number of iterations has been exceeded.
656,756,11.511330468725038,48.233122315594656,15.164297112248516,2.049870071089977,0.2665716204853209,0.653313802095225,0.03314041290383735,500,105038,False,Maximum number of iterations has been exceeded.
