run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,J_m
577,677,11.645728243763013,49.56973582709283,14.387721113163995,2.039288313350827,0.2757108428297512,0.664110577875845,0.03242614508309792
578,678,11.47669889881179,50.340928304319576,15.111010647872979,1.9762729432494126,0.2699857576969602,0.681280864481296,0.03175353286138586
579,679,11.462467606242935,49.37315343953715,15.182292671661639,2.3313587003086553,0.2962903393146848,0.631358251237305,0.03476938245595631
580,680,11.722574153545828,46.88566156137787,13.53315700353122,2.8216130505299546,0.3281600527936185,0.5816999496082662,0.03485470508318605
581,681,11.54268354290711,47.080501787075306,14.900447153542924,2.154525857698175,0.269041831857609,0.6489425042820149,0.03281272827280161
582,682,11.456819701743992,46.82561313177433,15.985928826607775,2.0204233931730897,0.25194520571520496,0.669271151847971,0.032419352430834845
583,683,11.69206268221916,50.420836517671304,13.921220627979427,2.060351845257962,0.2851378200924334,0.6542844671333268,0.03295649383046535
584,684,11.62897848958027,50.55755911763753,14.849230397051105,1.9999892627327682,0.2764821473300478,0.6702741928460373,0.032215258234137664
585,685,11.56555432295011,49.9028488323819,15.410734351387546,1.989322788087133,0.26633530089486546,0.6660406337747141,0.033358517828240355
586,686,11.642649178676937,49.5725491250343,14.031226186018152,2.260034771277269,0.2980684127655128,0.6414561181940026,0.03210196059974068
587,687,11.828987479429646,49.49691476102048,13.3544888075637,2.6914881754447215,0.33926194380668034,0.5827466769902018,0.03471607114460692
588,688,11.369129293812339,48.08578290052863,15.976263472873159,2.0749089763900734,0.2614427428600169,0.6699150781076779,0.03180757487123652
589,689,11.682269114496265,48.26067133038969,13.786135805663001,2.4990928737214624,0.31543558442592645,0.6054306716231321,0.03342561067216224
590,690,11.385120696680286,45.40845367708354,15.39369348774428,2.220676748950602,0.26388894100758403,0.6506986741506824,0.033424935137579444
591,691,11.367766600266503,46.842307079046975,15.554496859772462,2.1468144407989556,0.26237344008799596,0.6638043842257815,0.03179472310819255
592,692,11.62036607694371,48.794174580464556,14.523725293281213,2.1548864488302044,0.2861121637791422,0.6330504850115416,0.03341509202386267
593,693,11.791594010730101,51.358523357578996,13.35216335942114,2.4446217049488865,0.331096432530823,0.611012482733491,0.034376734886937745
594,694,11.554975475752578,49.64285359602637,14.400005566109456,2.222928682055901,0.2916790929210435,0.6362818539231541,0.032164914664833295
595,695,11.5437368377655,48.61803126467488,14.243757031812484,2.409900871273706,0.3061663423752675,0.6243929891738875,0.033322759847917396
596,696,11.476333730020198,48.62450566568609,15.900566189910506,2.0286204652754627,0.26012826786718485,0.6824746625820023,0.032357719185468876
597,697,11.701939234130219,49.66272866741369,13.732612410933383,2.4317939872393595,0.3147258495108089,0.6175290126261501,0.032293401495856904
598,698,11.766106173074611,48.9412394716707,13.611368042623472,2.774872435289428,0.332503421321008,0.5908272037050164,0.03393062990589956
599,699,11.587304723046824,47.79889663517681,14.57609854129111,2.346722939057944,0.2927580126661964,0.632649225796157,0.032291319922466796
